"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Answer.sentiment.label","Approve","Reject"
"3PUOXASB578QM0MD21SYP84SSN09ZO","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Fri Mar 12 06:36:50 PST 2021","1","BatchId:4364906;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 19 07:36:50 PDT 2021","","","3NGI5ARFTUAG6BF61HK48OGI4DYP14","A1BQBQG2GNY8AY","Submitted","Fri Mar 12 16:42:47 PST 2021","Fri Mar 12 16:42:51 PST 2021","Mon Mar 15 17:42:51 PDT 2021","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","@elijahgenicot Boycottez les #zoo","No Personal Attack"
"3UYRNV2KIT4WR6PKULBQUP28Y39N8V","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Fri Mar 12 06:36:50 PST 2021","1","BatchId:4364906;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 19 07:36:50 PDT 2021","","","3Z9WI9EOZ0TQZV34QEIH4UAQRSQHKW","A3KPQ7L5FS8SD6","Submitted","Fri Mar 12 16:59:01 PST 2021","Fri Mar 12 16:59:07 PST 2021","Mon Mar 15 17:59:07 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Ces deux âmes innocentes ne voient pas de différence. L'égalité est un principe moral fondamental tout comme pour l'#homme. Nous sommes bien souvent bien loin de cela... #animal #AnimalRights  https://t.co/MOavUb8xrK","No Personal Attack"
"3WRBLBQ2GRD8ZP3VCDLGBQNTETC0GE","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Fri Mar 12 06:36:50 PST 2021","1","BatchId:4364906;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 19 07:36:50 PDT 2021","","","3LEP4MGT3H58UCU8Y5MYE6C2C6NBDW","A1BQBQG2GNY8AY","Submitted","Fri Mar 12 16:48:15 PST 2021","Fri Mar 12 16:48:23 PST 2021","Mon Mar 15 17:48:23 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","@elijahgenicot @crakelcou Tout est politique, chacun a sa grille de lecture selon ses convictions il n'y a pas de vérité absolue, faut juste assumer sinon on devient l'idiot utile et c'est pire.","No Personal Attack"
"3U18MJKL1URY39FXBXRVWBYROUVCNR","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Fri Mar 12 06:36:50 PST 2021","1","BatchId:4364906;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 19 07:36:50 PDT 2021","","","3VFJCI1K404YM3LOWS9WK6K37K4RGX","A1BQBQG2GNY8AY","Submitted","Fri Mar 12 16:41:04 PST 2021","Fri Mar 12 16:41:10 PST 2021","Mon Mar 15 17:41:10 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","@mjarbo No In short she won't play Mera","No Personal Attack"
"35YHTYFL1G8IEQ8G4Q3NEYD77AOVF1","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Fri Mar 12 06:36:51 PST 2021","1","BatchId:4364906;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 19 07:36:51 PDT 2021","","","369J354OFEF50KN4446Y9BT7BXU6GI","A3KPQ7L5FS8SD6","Submitted","Fri Mar 12 17:04:03 PST 2021","Fri Mar 12 17:04:10 PST 2021","Mon Mar 15 18:04:10 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","@Sonnyria @crakelcou Je le répète. Il y a activisme et politique. Je ne suis même pas le parti animaliste. .Je suis complètement contre le système politique. L’activisme est un mouvement qui prend de l’ampleur pour diverses causes.Maintenant à chacun de se faire une opinion.","No Personal Attack"
"31HLTCK4BL0OSQ4BFA95WJDJ8POVG0","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Fri Mar 12 06:36:51 PST 2021","1","BatchId:4364906;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 19 07:36:51 PDT 2021","","","3DBQWDE4Y73FR84CMP9O7PO4GE45N8","A3KPQ7L5FS8SD6","Submitted","Fri Mar 12 16:54:23 PST 2021","Fri Mar 12 16:54:33 PST 2021","Mon Mar 15 17:54:33 PDT 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","It is beyond Devastating!!! This is Kidnapping, of a mothers baby. Is it not what you would call if it was a Human...Stop This Damn Shit!!! #AnimalRights #AnimalCruelty #BeTheirVoice #StopTheKidnapping","No Personal Attack"
"31YWE12TE0HX3MY5MM6TERXBPXE7XD","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Fri Mar 12 06:36:51 PST 2021","1","BatchId:4364906;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 19 07:36:51 PDT 2021","","","3LBXNTKX0S034PKSRL9EH7K44OR9XH","A3I9UOCM5EXMR2","Submitted","Fri Mar 12 16:07:26 PST 2021","Fri Mar 12 16:07:39 PST 2021","Mon Mar 15 17:07:39 PDT 2021","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","@scamp246 Hard to watch they have feelings just like us those are her babies!!","No Personal Attack"
"30UZJB2POHH60KD8E4K89RUBRWI35U","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Fri Mar 12 06:36:50 PST 2021","1","BatchId:4364906;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 19 07:36:50 PDT 2021","","","3QL2OFSM97N0QTDR1ZWWLVUE8VKNCS","A28LE67Q1YR9TV","Submitted","Fri Mar 12 16:11:13 PST 2021","Fri Mar 12 16:14:01 PST 2021","Mon Mar 15 17:14:01 PDT 2021","","","","168","0% (0/0)","0% (0/0)","0% (0/0)","@RitaAngels2 Hahaha lol ok","No Personal Attack"
"3L2OEKSTW9FQ35TY1NK1B50F2NDY8W","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Fri Mar 12 06:36:51 PST 2021","1","BatchId:4364906;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 19 07:36:51 PDT 2021","","","3LKC68YZ3B8RMCJ8J5WACE1MQLDWOV","A3KPQ7L5FS8SD6","Submitted","Fri Mar 12 17:02:44 PST 2021","Fri Mar 12 17:02:51 PST 2021","Mon Mar 15 18:02:51 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","@sweetasfuk69 Exactly...Ty","No Personal Attack"
"3RZS0FBRWKFY6URARC4N003MO9WCPN","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Fri Mar 12 06:36:51 PST 2021","1","BatchId:4364906;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 19 07:36:51 PDT 2021","","","3PJ71Z61R57VEOZZKSO7MYG3Z9I19N","A3KPQ7L5FS8SD6","Submitted","Fri Mar 12 16:55:47 PST 2021","Fri Mar 12 16:55:55 PST 2021","Mon Mar 15 17:55:55 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","O I'm now stocked up properly on dehydrated food buckets, cat food &amp; hamster food to wait out Corona chan. It was expensive &amp; my Patreon is way down, I think from the animal rights people spreading libel. I need more exposure maybe? Whose show should I go on?","No Personal Attack"
