"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Answer.sentiment.label","Approve","Reject"
"3JTPR5MTZSHCWILFZAC7QDBD2JV5K0","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Sat Mar 13 13:31:37 PST 2021","1","BatchId:4366394;OriginalHitTemplateId:928390909;","3600","259200","Sat Mar 20 14:31:37 PDT 2021","","","39N5ACM9HFSYVGI15UZXNUY12R39PI","A1L8RL58MYU4NC","Submitted","Sat Mar 13 14:19:10 PST 2021","Sat Mar 13 14:20:56 PST 2021","Tue Mar 16 15:20:56 PDT 2021","","","","106","0% (0/0)","0% (0/0)","0% (0/0)","One of the things I want to do more of this year is read more books for fun outside of class because I’ve forgotten how much I enjoy reading. Taking suggestions! Literally anything - politics, culture, fiction, non-fiction, about traveling, women’s empowerment etc.","No Personal Attack"
"39KMGHJ4RZFBOLSAYBWDQY0D7DE004","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Sat Mar 13 13:31:37 PST 2021","1","BatchId:4366394;OriginalHitTemplateId:928390909;","3600","259200","Sat Mar 20 14:31:37 PDT 2021","","","3R2PKQ87NXDLLEERH8DIJJ39GCEIMD","A1NH9LK567B862","Submitted","Sat Mar 13 14:05:28 PST 2021","Sat Mar 13 14:12:23 PST 2021","Tue Mar 16 15:12:23 PDT 2021","","","","415","0% (0/0)","0% (0/0)","0% (0/0)","@NewGeneva Me: I'm sad. Them: Repent! Have faith! Pray more. Read more. Do more. Have you repented lately? God is love! How could you be sad when you have so much? It is rare someone simply asks, ""Why?"" This is works religion.","No Personal Attack"
"35A1YQPVFELLQNVRZ7RVDXW0AF65IP","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Sat Mar 13 13:31:37 PST 2021","1","BatchId:4366394;OriginalHitTemplateId:928390909;","3600","259200","Sat Mar 20 14:31:37 PDT 2021","","","31UV0MXWNRHND7TLP9WW2HSNUHP5IB","A1L8RL58MYU4NC","Submitted","Sat Mar 13 14:22:32 PST 2021","Sat Mar 13 14:26:23 PST 2021","Tue Mar 16 15:26:23 PDT 2021","","","","231","0% (0/0)","0% (0/0)","0% (0/0)","Animal rights activists declared victory after persuading the makers of Barnum's Animals to drop circus cages from the 116-year-old box design. https://t.co/ABaLHjiIA4","No Personal Attack"
"35O6H0UNLSLHLYFXHPCVPYB0NUV5J1","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Sat Mar 13 13:31:37 PST 2021","1","BatchId:4366394;OriginalHitTemplateId:928390909;","3600","259200","Sat Mar 20 14:31:37 PDT 2021","","","3SNLUL3WO5S6ONR6BD1H29CVA2KUL4","A1NF6PELRKACS9","Submitted","Sat Mar 13 18:47:37 PST 2021","Sat Mar 13 18:47:54 PST 2021","Tue Mar 16 19:47:54 PDT 2021","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","@RipUpTheEnding @Tim05482765 @iblamemisha @WickedNerdAngel @SaltAndSlowBurn @mishacollins @SenatorCollins “Because it’s immoral, ok?” “Because all laws should be based off of religion, ok?” “Because what /I/ believe matters more than others, ok?”","No Personal Attack"
"3SZYX62S5G5O13EVGGNYM86RWZV75W","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Sat Mar 13 13:31:37 PST 2021","1","BatchId:4366394;OriginalHitTemplateId:928390909;","3600","259200","Sat Mar 20 14:31:37 PDT 2021","","","3YHH42UU5CKQ81FQD6NXD2OOUDGL0S","A1NF6PELRKACS9","Submitted","Sat Mar 13 18:42:21 PST 2021","Sat Mar 13 18:42:31 PST 2021","Tue Mar 16 19:42:31 PDT 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","@cmoo11_ If you've read Nabokov's Lolita then Reading Lolita in Tehran is a fantastic choice. Also couldn't speak more highly of the two books I reviewed for the site this year! (Satanic Verses/ Kill All Normies)","No Personal Attack"
"31N9JPQXIPNPKHQDXP5W72V71NQNH3","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Sat Mar 13 13:31:38 PST 2021","1","BatchId:4366394;OriginalHitTemplateId:928390909;","3600","259200","Sat Mar 20 14:31:38 PDT 2021","","","3MX2NQ3YCAZK32IGOVWX5RF2IUR5X9","A1L8RL58MYU4NC","Submitted","Sat Mar 13 13:43:16 PST 2021","Sat Mar 13 13:48:40 PST 2021","Tue Mar 16 14:48:40 PDT 2021","","","","324","0% (0/0)","0% (0/0)","0% (0/0)","CA federal judge: “The court agrees with Mr. Trump’s argument because the tweet in question constitutes ‘rhetorical hyperbole’ normally associated with politics &amp; public discourse in the US. The First Amendment protects this type of rhetorical statement.” https://t.co/XmtD0B5jr8","No Personal Attack"
"38G0E1M85MA7X856ZFYM0YEAHYUUVS","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Sat Mar 13 13:31:37 PST 2021","1","BatchId:4366394;OriginalHitTemplateId:928390909;","3600","259200","Sat Mar 20 14:31:37 PDT 2021","","","37M28K1J0RIGEOP82N8DMTN9ZADAJW","A2HM35CWB7IIFM","Submitted","Sat Mar 13 13:43:30 PST 2021","Sat Mar 13 13:43:33 PST 2021","Tue Mar 16 14:43:33 PDT 2021","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","@KatMcKinley @ChelseaClinton Not everyone in this nation is Christian, nor is this a nation based on a single religion. To restrict abortion simply because your faith says it's wrong can and does infringe on the rights of someone whose faith is different.","No Personal Attack"
"36D1BWBEHN6FN92V23NP7J057EZ2M1","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Sat Mar 13 13:31:37 PST 2021","1","BatchId:4366394;OriginalHitTemplateId:928390909;","3600","259200","Sat Mar 20 14:31:37 PDT 2021","","","3HSYG7LRBK3H1L4CWZLEHMQIJBFKKS","A1NF6PELRKACS9","Submitted","Sat Mar 13 17:55:42 PST 2021","Sat Mar 13 17:58:39 PST 2021","Tue Mar 16 18:58:39 PDT 2021","","","","177","0% (0/0)","0% (0/0)","0% (0/0)","@ybawife @stonewalluk @LGBTIScotland @tiecampaign @parislees @christineburns You seem to not understand the difference between sex and gender. Read Kate Millett, a book called Sexual Politics","No Personal Attack"
"31ANT7FQN87LUSK7TP9ADLVLA2R5HW","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Sat Mar 13 13:31:37 PST 2021","1","BatchId:4366394;OriginalHitTemplateId:928390909;","3600","259200","Sat Mar 20 14:31:37 PDT 2021","","","3MX2NQ3YCAZK32IGOVWX5RF2IURX51","A1L8RL58MYU4NC","Submitted","Sat Mar 13 13:54:48 PST 2021","Sat Mar 13 13:57:29 PST 2021","Tue Mar 16 14:57:29 PDT 2021","","","","161","0% (0/0)","0% (0/0)","0% (0/0)","This is a post on the Horrific and Henious, Asha Nagar case, Kandivali East. This case has now also reached to a few newspapers which show the brutal act done by a human being on an innocent mother. #AnimalRescue #AnimalRights #mother #pups #maa #ngo #donate #donateforanimals https://t.co/kilyUB9SZ4","No Personal Attack"
"3XABXM4AJ1AHU32CAD37YJXD3FNQ8E","3GTAJN9JK6JZEGEBKKEYHPNTO5RXM7","Tweet tagging for personal attack","Tag tweets based on whether they contain a personal attack.","sentiment, text","$0.01","Sat Mar 13 13:31:37 PST 2021","1","BatchId:4366394;OriginalHitTemplateId:928390909;","3600","259200","Sat Mar 20 14:31:37 PDT 2021","","","37Z929RLGADESN77VH889Z4OJJOSTU","A1NF6PELRKACS9","Submitted","Sat Mar 13 20:14:45 PST 2021","Sat Mar 13 20:15:11 PST 2021","Tue Mar 16 21:15:11 PDT 2021","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","Check out the weasel wording from @ScottMorrisonMP #wordsmatter ""Every Australian deserves to have great confidence.."" Not 'Every Australian deserves great aged care...' From asylum seekers to social security and religion It's always been a 'confidence trick'. #AgedCareRC #auspol","No Personal Attack"
